REC_IR	STATNUM	ORI	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	IINCIDNO	INCIDDTE	DATASRC	QUARTER	TNUMVTMS	TNUMOFF	GOFFRAC	OFFCOD1	NUMVTM1	LOCCOD1	BIASMO1	OFFCOD2	NUMVTM2	LOCCOD2	BIASMO2	OFFCOD3	NUMVTM3	LOCCOD3	BIASMO3	OFFCOD4	NUMVTM4	LOCCOD4	BIASMO4	OFFCOD5	NUMVTM5	LOCCOD5	BIASMO5	OFFCOD6	NUMVTM6	LOCCOD6	BIASMO6	OFFCOD7	NUMVTM7	LOCCOD7	BIASMO7	OFFCOD8	NUMVTM8	LOCCOD8	BIASMO8	OFFCOD9	NUMVTM9	LOCCOD9	BIASMO9	OFFCOD10	NUMVTM10	LOCCOD10	BIASMO10	VTYP_I1	VTYP_B1	VTYP_F1	VTYP_G1	VTYP_R1	VTYP_S1	VTYP_O1	VTYP_U1	VTYP_I2	VTYP_B2	VTYP_F2	VTYP_G2	VTYP_R2	VTYP_S2	VTYP_O2	VTYP_U2	VTYP_I3	VTYP_B3	VTYP_F3	VTYP_G3	VTYP_R3	VTYP_S3	VTYP_O3	VTYP_U3	VTYP_I4	VTYP_B4	VTYP_F4	VTYP_G4	VTYP_R4	VTYP_S4	VTYP_O4	VTYP_U4	VTYP_I5	VTYP_B5	VTYP_F5	VTYP_G5	VTYP_R5	VTYP_S5	VTYP_O5	VTYP_U5	VTYP_I6	VTYP_B6	VTYP_F6	VTYP_G6	VTYP_R6	VTYP_S6	VTYP_O6	VTYP_U6	VTYP_I7	VTYP_B7	VTYP_F7	VTYP_G7	VTYP_R7	VTYP_S7	VTYP_O7	VTYP_U7	VTYP_I8	VTYP_B8	VTYP_F8	VTYP_G8	VTYP_R8	VTYP_S8	VTYP_O8	VTYP_U8	VTYP_I9	VTYP_B9	VTYP_F9	VTYP_G9	VTYP_R9	VTYP_S9	VTYP_O9	VTYP_U9	VTYP_I10	VTYP_B10	VTYP_F10	VTYP_G10	VTYP_R10	VTYP_S10	VTYP_O10	VTYP_U10
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0204091	20020508	D	2	1	3	W	13C	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0205571	20020629	D	2	0	0	U	290	1	22	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0205575	20020701	D	3	1	0	U	290	1	24	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0206328	20020722	D	3	1	0	U	290	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0206448	20020728	D	3	1	0	U	290	1	24	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0207452	20020828	D	3	2	0	U	13C	2	13	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0209699	20021110	D	4	0	0	U	290	1	22	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0091800	19910430	 	FRAMINGHAM	MA	3	1	1	1	N	 	3090	195A	 	 	67740	9	105	67228	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	FRAMINGHAM	017	 	 	 	 	0209893	20021117	D	4	0	0	U	290	1	22	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0092100	19910430	19950101	HOPKINTON	MA	5	1	1	1	N	 	3090	195A	A	 	13511	9	105	13409	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	I	Z	Z	 	 	 	 	HOPKINTON	017	 	 	 	 	200200002701	20020401	N	2	0	0	U	290	1	22	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0092400	19910430	20020901	LINCOLN	MA	6	1	1	1	N	 	3090	195A	A	 	8156	9	105	8094	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	I	Z	Z	 	 	 	 	LINCOLN	017	 	 	 	 	02-0536	20020519	D	2	1	0	U	13C	1	20	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0092600	19910430	 	LOWELL	MA	2	1	1	1	Y	 	3090	195A	 	 	106472	9	486	105668	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	I	Z	 	 	 	 	LOWELL	017	 	 	 	 	02-13631	20020728	D	3	2	1	W	13B	2	13	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093200	19910430	 	NATICK	MA	4	1	1	1	N	 	3090	195A	 	 	32569	9	105	32323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	Z	 	 	 	 	NATICK	017	 	 	 	 	0203289	20020227	D	1	1	0	U	13C	1	20	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093200	19910430	 	NATICK	MA	4	1	1	1	N	 	3090	195A	 	 	32569	9	105	32323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	Z	 	 	 	 	NATICK	017	 	 	 	 	0209793	20020611	D	2	1	1	W	13C	1	25	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093200	19910430	 	NATICK	MA	4	1	1	1	N	 	3090	195A	 	 	32569	9	105	32323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	Z	 	 	 	 	NATICK	017	 	 	 	 	0212432	20020720	D	3	1	0	U	290	1	18	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093200	19910430	 	NATICK	MA	4	1	1	1	N	 	3090	195A	 	 	32569	9	105	32323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	Z	 	 	 	 	NATICK	017	 	 	 	 	0212513	20020721	D	3	1	0	U	13C	1	24	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093200	19910430	 	NATICK	MA	4	1	1	1	N	 	3090	195A	 	 	32569	9	105	32323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	Z	 	 	 	 	NATICK	017	 	 	 	 	0209776	20020611	D	2	1	1	W	13C	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093600	19910430	20000101	READING	MA	5	1	1	1	N	 	3090	195A	A	 	24001	9	105	23821	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	I	Z	Z	 	 	 	 	READING	017	 	 	 	 	0335591	20020614	N	2	0	0	U	13C	1	21	21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	02003185	20020120	D	1	1	0	U	13C	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	02009902	20020307	D	1	1	3	W	13C	1	13	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	02029309	20020708	D	3	1	0	U	290	1	20	33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	02032944	20020808	D	3	1	0	U	290	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	11272002	20021127	D	4	1	1	W	13C	1	13	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0093900	19910430	 	SOMERVILLE	MA	3	1	1	1	N	 	3090	195A	 	 	78438	9	105	77847	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	I	I	 	 	 	 	SOMERVILLE	017	 	 	 	 	02020695	20020521	D	2	1	0	U	290	1	13	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0094400	19910430	19990101	TOWNSEND	MA	6	1	1	1	N	 	3090	195A	A	 	9312	9	105	9242	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	Z	Z	Z	 	 	 	 	TOWNSEND	017	 	 	 	 	200200002576	20020319	N	1	0	2	M	13B	2	22	11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0094600	19910430	19990101	WAKEFIELD	MA	4	1	1	1	N	 	3090	195A	A	 	25111	9	105	24922	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	Z	I	 	 	 	 	WAKEFIELD	017	 	 	 	 	0145936	20021007	N	4	0	0	U	23D	1	22	22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0094700	19910430	20021001	WALTHAM	MA	3	1	1	1	Y	 	3090	195A	A	 	59960	9	105	59508	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	Z	I	Z	 	 	 	 	WALTHAM	017	 	 	 	 	02001929	20020118	D	1	1	1	W	13B	1	20	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0094700	19910430	20021001	WALTHAM	MA	3	1	1	1	Y	 	3090	195A	A	 	59960	9	105	59508	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	Z	I	Z	 	 	 	 	WALTHAM	017	 	 	 	 	020904	20020929	D	3	1	1	B	13B	1	22	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA0095400	19910430	19960801	WOBURN	MA	4	1	1	1	N	 	3090	195A	A	 	37720	9	105	37435	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	Z	Z	Z	I	 	 	 	 	WOBURN	017	 	 	 	 	0328408	20021005	N	4	0	6	W	13B	1	18	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA009IT00	19910430	 	CAMBRIDGE	MA	7	1	1	3	N	 	3090	195A	 	 	0	9	105	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	Z	I	 	 	 	 	MASS INST OF TECHNOLOGY	017	 	 	 	 	02001582	20020302	D	1	1	0	U	290	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA009IT00	19910430	 	CAMBRIDGE	MA	7	1	1	3	N	 	3090	195A	 	 	0	9	105	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	Z	I	 	 	 	 	MASS INST OF TECHNOLOGY	017	 	 	 	 	02001686	20020305	D	1	0	0	U	290	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA009IT00	19910430	 	CAMBRIDGE	MA	7	1	1	3	N	 	3090	195A	 	 	0	9	105	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	Z	I	 	 	 	 	MASS INST OF TECHNOLOGY	017	 	 	 	 	02001970	20020312	D	1	1	0	U	290	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IR	20	MA009IT00	19910430	 	CAMBRIDGE	MA	7	1	1	3	N	 	3090	195A	 	 	0	9	105	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2002	I	I	Z	I	 	 	 	 	MASS INST OF TECHNOLOGY	017	 	 	 	 	02002254	20020320	D	1	1	0	U	290	1	22	12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
